iccad1_config train --->INFO--->2024-06-13 10:48:05,508--->2024-06-13 10:48:05.508322: step 0, loss = 0.09, learning_rate = 0.001000, training_accu = 0.312500, bias = 0.00
iccad1_config train --->INFO--->2024-06-13 10:49:26,828--->2024-06-13 10:49:26.827815: step 2100, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.00
iccad1_config train --->INFO--->2024-06-13 10:49:30,666--->2024-06-13 10:49:30.666489: step 2200, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.00
iccad1_config train --->INFO--->2024-06-13 10:49:34,473--->2024-06-13 10:49:34.473378: step 2300, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.00
iccad1_config train --->INFO--->2024-06-13 10:49:38,274--->2024-06-13 10:49:38.274829: step 2400, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.00
iccad1_config train --->INFO--->2024-06-13 10:49:42,072--->2024-06-13 10:49:42.072969: step 2500, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.00
iccad1_config train --->INFO--->2024-06-13 10:49:45,882--->2024-06-13 10:49:45.882728: step 2600, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.00
iccad1_config train --->INFO--->2024-06-13 10:49:49,689--->2024-06-13 10:49:49.689617: step 2700, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.00
iccad1_config train --->INFO--->2024-06-13 10:49:53,483--->2024-06-13 10:49:53.483622: step 2800, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.00
iccad1_config train --->INFO--->2024-06-13 10:49:57,280--->2024-06-13 10:49:57.280258: step 2900, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.00
iccad1_config train --->INFO--->2024-06-13 10:50:01,082--->2024-06-13 10:50:01.082796: step 3000, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.00
iccad1_config train --->INFO--->2024-06-13 10:50:04,891--->2024-06-13 10:50:04.891056: step 3100, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.00
iccad1_config train --->INFO--->2024-06-13 10:50:08,701--->2024-06-13 10:50:08.701944: step 3200, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:12,537--->2024-06-13 10:50:12.537588: step 3300, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:16,330--->2024-06-13 10:50:16.330053: step 3400, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:20,124--->2024-06-13 10:50:20.123705: step 3500, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:23,918--->2024-06-13 10:50:23.917008: step 3600, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:27,715--->2024-06-13 10:50:27.715562: step 3700, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:31,521--->2024-06-13 10:50:31.521286: step 3800, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:35,326--->2024-06-13 10:50:35.326306: step 3900, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:39,124--->2024-06-13 10:50:39.124828: step 4000, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:42,932--->2024-06-13 10:50:42.932512: step 4100, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:46,739--->2024-06-13 10:50:46.739836: step 4200, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:50,530--->2024-06-13 10:50:50.530514: step 4300, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:54,340--->2024-06-13 10:50:54.339984: step 4400, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:50:58,132--->2024-06-13 10:50:58.132295: step 4500, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:01,955--->2024-06-13 10:51:01.955209: step 4600, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:05,752--->2024-06-13 10:51:05.751679: step 4700, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:09,556--->2024-06-13 10:51:09.555163: step 4800, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:13,352--->2024-06-13 10:51:13.352912: step 4900, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:17,140--->2024-06-13 10:51:17.140712: step 5000, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:20,931--->2024-06-13 10:51:20.931329: step 5100, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:24,730--->2024-06-13 10:51:24.730627: step 5200, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:28,520--->2024-06-13 10:51:28.520620: step 5300, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:32,313--->2024-06-13 10:51:32.313214: step 5400, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:36,105--->2024-06-13 10:51:36.105711: step 5500, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:39,896--->2024-06-13 10:51:39.896225: step 5600, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:43,684--->2024-06-13 10:51:43.684170: step 5700, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:47,478--->2024-06-13 10:51:47.478022: step 5800, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:51,268--->2024-06-13 10:51:51.268338: step 5900, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:55,061--->2024-06-13 10:51:55.061549: step 6000, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:51:58,854--->2024-06-13 10:51:58.854862: step 6100, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:52:02,664--->2024-06-13 10:52:02.664101: step 6200, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:52:06,472--->2024-06-13 10:52:06.472885: step 6300, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.15
iccad1_config train --->INFO--->2024-06-13 10:52:10,276--->2024-06-13 10:52:10.276056: step 6400, loss = 0.01, learning_rate = 0.000423, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:14,077--->2024-06-13 10:52:14.077997: step 6500, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:17,881--->2024-06-13 10:52:17.881534: step 6600, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:21,688--->2024-06-13 10:52:21.688025: step 6700, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:25,477--->2024-06-13 10:52:25.477954: step 6800, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:29,274--->2024-06-13 10:52:29.274162: step 6900, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:33,068--->2024-06-13 10:52:33.068719: step 7000, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:36,866--->2024-06-13 10:52:36.866183: step 7100, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:40,658--->2024-06-13 10:52:40.658747: step 7200, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:44,450--->2024-06-13 10:52:44.450790: step 7300, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:48,239--->2024-06-13 10:52:48.239993: step 7400, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:52,035--->2024-06-13 10:52:52.035888: step 7500, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:55,829--->2024-06-13 10:52:55.829541: step 7600, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:52:59,637--->2024-06-13 10:52:59.637249: step 7700, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:03,455--->2024-06-13 10:53:03.455223: step 7800, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:07,251--->2024-06-13 10:53:07.251976: step 7900, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:11,073--->2024-06-13 10:53:11.073524: step 8000, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:15,030--->2024-06-13 10:53:15.030525: step 8100, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:18,850--->2024-06-13 10:53:18.850533: step 8200, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:22,640--->2024-06-13 10:53:22.640904: step 8300, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:26,430--->2024-06-13 10:53:26.430700: step 8400, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:30,220--->2024-06-13 10:53:30.220341: step 8500, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:34,018--->2024-06-13 10:53:34.018347: step 8600, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:37,808--->2024-06-13 10:53:37.808521: step 8700, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:41,614--->2024-06-13 10:53:41.613540: step 8800, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:45,406--->2024-06-13 10:53:45.406549: step 8900, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:49,200--->2024-06-13 10:53:49.200940: step 9000, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:52,994--->2024-06-13 10:53:52.994009: step 9100, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:53:57,246--->2024-06-13 10:53:57.246393: step 9200, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:54:01,367--->2024-06-13 10:54:01.367850: step 9300, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:54:05,270--->2024-06-13 10:54:05.270587: step 9400, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:54:09,225--->2024-06-13 10:54:09.225303: step 9500, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:54:13,144--->2024-06-13 10:54:13.144473: step 9600, loss = 0.02, learning_rate = 0.000275, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:54:17,187--->2024-06-13 10:54:17.187834: step 9700, loss = 0.02, learning_rate = 0.000179, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:54:21,294--->2024-06-13 10:54:21.294383: step 9800, loss = 0.02, learning_rate = 0.000179, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:54:25,385--->2024-06-13 10:54:25.385581: step 9900, loss = 0.02, learning_rate = 0.000179, training_accu = 1.000000, bias = 0.30
iccad1_config train --->INFO--->2024-06-13 10:54:29,401--->../models/iccad1/lzh/model-9999-0.3-focal_loss.ckpt
iccad1_config train --->INFO--->2024-06-18 16:12:51,113--->2024-06-18 16:12:51.113656: step 0, loss = 0.08, learning_rate = 0.001000, training_accu = 0.375000, bias = 0.00
iccad1_config train --->INFO--->2024-06-18 16:12:55,161--->2024-06-18 16:12:55.161616: step 100, loss = 0.00, learning_rate = 0.000650, training_accu = 1.000000, bias = 0.00
